Student,Question,Response,Score,Start,Revisions,Time
Student 01,18,option_1,0,"[""15-03-2023 05:55:56""]","[[""option_1"", ""15-03-2023 05:56:19""]]",22
Student 01,19,option_3,0,"[""15-03-2023 05:56:19""]","[[""option_3"", ""15-03-2023 05:56:31""]]",12
Student 01,20,option_1,1,"[""15-03-2023 05:56:31""]","[[""option_1"", ""15-03-2023 05:56:58""], [""option_1"", ""15-03-2023 05:57:01""], [""option_1"", ""15-03-2023 05:57:06""], [""option_1"", ""15-03-2023 05:57:07""], [""option_1"", ""15-03-2023 05:57:07""], [""option_1"", ""15-03-2023 05:57:09""]]",44
Student 02,1,option_3,1,"[""15-03-2023 05:44:09""]","[[""option_3"", ""15-03-2023 05:44:20""]]",10
Student 02,2,option_1,1,"[""15-03-2023 05:44:20""]","[[""option_1"", ""15-03-2023 05:44:35""]]",12
Student 02,3,option_3,0,"[""15-03-2023 05:44:35""]","[[""option_3"", ""15-03-2023 05:45:02""]]",29
Student 02,4,option_3,0,"[""15-03-2023 05:45:02""]","[[""option_3"", ""15-03-2023 05:45:35""]]",32
Student 02,5,option_4,0,"[""15-03-2023 05:45:35""]","[[""option_4"", ""15-03-2023 05:46:17""]]",42
Student 02,6,option_2,1,"[""15-03-2023 05:46:17""]","[[""option_2"", ""15-03-2023 05:46:27""]]",10
Student 02,7,option_3,1,"[""15-03-2023 05:46:27""]","[[""option_3"", ""15-03-2023 05:46:53""]]",26
Student 02,8,option_2,1,"[""15-03-2023 05:46:53""]","[[""option_2"", ""15-03-2023 05:47:13""]]",19
Student 02,9,option_1,1,"[""15-03-2023 05:47:13""]","[[""option_1"", ""15-03-2023 05:48:07""]]",54
Student 02,10,option_4,1,"[""15-03-2023 05:48:07""]","[[""option_4"", ""15-03-2023 05:49:30""]]",82
Student 02,11,option_1,1,"[""15-03-2023 05:49:30""]","[[""option_1"", ""15-03-2023 05:49:53""]]",23
Student 02,12,option_3,1,"[""15-03-2023 05:49:53""]","[[""option_3"", ""15-03-2023 05:50:27""]]",33
Student 02,13,option_4,0,"[""15-03-2023 05:50:27""]","[[""option_4"", ""15-03-2023 05:50:45""]]",15
Student 02,14,option_3,0,"[""15-03-2023 05:50:45""]","[[""option_3"", ""15-03-2023 05:51:48""]]",65
Student 02,15,option_4,1,"[""15-03-2023 05:51:48""]","[[""option_4"", ""15-03-2023 05:52:17""]]",28
Student 02,16,option_3,1,"[""15-03-2023 05:52:17""]","[[""option_3"", ""15-03-2023 05:53:04""]]",46
Student 02,17,option_1,0,"[""15-03-2023 05:53:04""]","[[""option_1"", ""15-03-2023 05:54:22""]]",77
Student 02,18,option_2,0,"[""15-03-2023 05:54:22""]","[[""option_2"", ""15-03-2023 05:55:12""]]",50
Student 02,19,option_4,1,"[""15-03-2023 05:55:12""]","[[""option_4"", ""15-03-2023 05:55:26""]]",13
Student 02,20,option_4,0,"[""15-03-2023 05:55:26""]","[[""option_4"", ""15-03-2023 05:56:11""]]",61
Student 03,1,option_3,1,"[""15-03-2023 05:44:06""]","[[""option_3"", ""15-03-2023 05:44:20""]]",13
Student 03,2,option_1,1,"[""15-03-2023 05:44:20""]","[[""option_1"", ""15-03-2023 05:44:32""]]",12
Student 03,3,option_3,0,"[""15-03-2023 05:44:32""]","[[""option_3"", ""15-03-2023 05:45:02""]]",29
Student 03,4,option_3,0,"[""15-03-2023 05:45:02""]","[[""option_3"", ""15-03-2023 05:45:29""]]",27
Student 03,5,option_4,0,"[""15-03-2023 05:45:29""]","[[""option_4"", ""15-03-2023 05:46:16""]]",45
Student 03,6,option_2,1,"[""15-03-2023 05:46:16""]","[[""option_2"", ""15-03-2023 05:46:28""]]",12
Student 03,7,option_3,1,"[""15-03-2023 05:46:28""]","[[""option_3"", ""15-03-2023 05:46:53""]]",25
Student 03,8,option_2,1,"[""15-03-2023 05:46:53""]","[[""option_2"", ""15-03-2023 05:47:13""]]",19
Student 03,9,option_1,1,"[""15-03-2023 05:47:13""]","[[""option_1"", ""15-03-2023 05:48:07""]]",53
Student 03,10,option_4,1,"[""15-03-2023 05:48:07""]","[[""option_4"", ""15-03-2023 05:49:29""]]",82
Student 03,11,option_1,1,"[""15-03-2023 05:49:31""]","[[""option_1"", ""15-03-2023 05:49:52""]]",23
Student 03,12,option_3,1,"[""15-03-2023 05:49:52""]","[[""option_3"", ""15-03-2023 05:50:26""]]",33
Student 03,13,option_4,0,"[""15-03-2023 05:50:26""]","[[""option_4"", ""15-03-2023 05:50:44""]]",16
Student 03,14,option_3,0,"[""15-03-2023 05:50:44""]","[[""option_3"", ""15-03-2023 05:51:24""]]",41
Student 03,15,option_4,1,"[""15-03-2023 05:51:24""]","[[""option_4"", ""15-03-2023 05:52:18""]]",53
Student 03,16,option_3,1,"[""15-03-2023 05:52:18""]","[[""option_3"", ""15-03-2023 05:53:05""]]",46
Student 03,17,option_1,0,"[""15-03-2023 05:53:05""]","[[""option_1"", ""15-03-2023 05:54:22""]]",77
Student 03,18,option_2,0,"[""15-03-2023 05:54:22""]","[[""option_2"", ""15-03-2023 05:55:13""]]",50
Student 03,19,option_4,1,"[""15-03-2023 05:55:13""]","[[""option_4"", ""15-03-2023 05:55:26""]]",14
Student 03,20,option_4,0,"[""15-03-2023 05:55:26""]","[[""option_4"", ""15-03-2023 05:56:11""], [""option_4"", ""15-03-2023 05:56:14""]]",53
Student 04,1,option_3,1,"[""15-03-2023 05:44:03"", ""15-03-2023 05:53:57""]","[[""option_3"", ""15-03-2023 05:44:17""], [""option_3"", ""15-03-2023 05:53:59""]]",14
Student 04,2,option_1,1,"[""15-03-2023 05:44:17"", ""15-03-2023 05:53:57"", ""15-03-2023 05:53:59"", ""15-03-2023 05:57:02""]","[[""option_1"", ""15-03-2023 05:44:46""], [""option_1"", ""15-03-2023 05:54:00""]]",32
Student 04,3,option_3,0,"[""15-03-2023 05:44:46"", ""15-03-2023 05:53:55"", ""15-03-2023 05:54:00""]","[[""option_3"", ""15-03-2023 05:45:21""], [""option_3"", ""15-03-2023 05:54:04""]]",37
Student 04,4,option_1,1,"[""15-03-2023 05:45:21"", ""15-03-2023 05:54:04""]","[[""option_1"", ""15-03-2023 05:45:41""], [""option_1"", ""15-03-2023 05:54:08""]]",22
Student 04,5,option_1,0,"[""15-03-2023 05:45:41"", ""15-03-2023 05:54:08""]","[[""option_1"", ""15-03-2023 05:47:05""], [""option_1"", ""15-03-2023 05:54:10""]]",84
Student 04,6,option_2,1,"[""15-03-2023 05:47:06"", ""15-03-2023 05:54:10""]","[[""option_2"", ""15-03-2023 05:47:16""], [""option_2"", ""15-03-2023 05:54:13""]]",13
Student 04,7,option_3,1,"[""15-03-2023 05:47:16"", ""15-03-2023 05:54:13""]","[[""option_3"", ""15-03-2023 05:47:48""], [""option_3"", ""15-03-2023 05:54:16""]]",35
Student 04,8,option_2,1,"[""15-03-2023 05:47:48"", ""15-03-2023 05:54:16""]","[[""option_2"", ""15-03-2023 05:48:05""], [""option_2"", ""15-03-2023 05:54:20""]]",20
Student 04,9,option_1,1,"[""15-03-2023 05:48:05"", ""15-03-2023 05:54:20""]","[[""option_1"", ""15-03-2023 05:48:26""], [""option_1"", ""15-03-2023 05:54:38""]]",38
Student 04,10,option_4,1,"[""15-03-2023 05:48:26"", ""15-03-2023 05:54:38"", ""15-03-2023 05:58:24""]","[[""option_4"", ""15-03-2023 05:50:23""], [""option_4"", ""15-03-2023 05:54:40""]]",117
Student 04,11,option_2,0,"[""15-03-2023 05:50:23"", ""15-03-2023 05:54:40"", ""15-03-2023 05:58:11""]","[[""option_2"", ""15-03-2023 05:50:30""], [""option_2"", ""15-03-2023 05:54:42""]]",24
Student 04,12,option_4,0,"[""15-03-2023 05:50:30"", ""15-03-2023 05:54:43"", ""15-03-2023 05:58:06""]","[[""option_4"", ""15-03-2023 05:52:48""], [""option_4"", ""15-03-2023 05:54:53""]]",150
Student 04,13,option_2,0,"[""15-03-2023 05:52:48"", ""15-03-2023 05:54:53"", ""15-03-2023 05:57:53""]","[[""option_2"", ""15-03-2023 05:53:15""], [""option_2"", ""15-03-2023 05:54:53""]]",40
Student 04,14,option_1,1,"[""15-03-2023 05:53:15"", ""15-03-2023 05:54:54"", ""15-03-2023 05:57:51""]","[[""option_1"", ""15-03-2023 05:54:55""]]",43
Student 04,15,option_4,1,"[""15-03-2023 05:54:55"", ""15-03-2023 05:57:43""]","[[""option_4"", ""15-03-2023 05:55:16""]]",27
Student 04,16,option_3,1,"[""15-03-2023 05:55:16"", ""15-03-2023 05:57:35""]","[[""option_3"", ""15-03-2023 05:55:47""]]",39
Student 04,17,option_1,0,"[""15-03-2023 05:55:47"", ""15-03-2023 05:57:21"", ""15-03-2023 05:57:27""]","[[""option_1"", ""15-03-2023 05:56:04""]]",24
Student 04,18,option_2,0,"[""15-03-2023 05:56:04"", ""15-03-2023 05:57:21"", ""15-03-2023 05:57:22""]","[[""option_2"", ""15-03-2023 05:56:13""]]",14
Student 04,19,option_3,0,"[""15-03-2023 05:56:13"", ""15-03-2023 05:57:02""]","[[""option_3"", ""15-03-2023 05:56:31""]]",35
Student 04,20,Unanswered,0,"[""15-03-2023 05:56:31""]",Unanswered,29
Student 05,1,option_4,0,"[""15-03-2023 05:44:31"", ""15-03-2023 05:58:06""]","[[""option_3"", ""15-03-2023 05:45:53""], [""option_4"", ""15-03-2023 05:58:42""]]",145
Student 05,2,option_1,1,"[""15-03-2023 05:45:53"", ""15-03-2023 05:56:50"", ""15-03-2023 05:58:31""]","[[""option_1"", ""15-03-2023 05:46:21""]]",28
Student 05,3,option_3,0,"[""15-03-2023 05:46:21""]","[[""option_3"", ""15-03-2023 05:46:47""]]",26
Student 05,4,option_3,0,"[""15-03-2023 05:46:48"", ""15-03-2023 05:56:36"", ""15-03-2023 05:57:55"", ""15-03-2023 05:59:53""]","[[""option_3"", ""15-03-2023 05:47:05""], [""option_3"", ""15-03-2023 05:59:27""]]",26
Student 05,5,option_4,0,"[""15-03-2023 05:47:05"", ""15-03-2023 05:57:51"", ""15-03-2023 05:59:29""]","[[""option_4"", ""15-03-2023 05:47:53""]]",48
Student 05,6,option_2,1,"[""15-03-2023 05:47:53"", ""15-03-2023 05:56:31""]","[[""option_2"", ""15-03-2023 05:48:08""]]",14
Student 05,7,option_4,0,"[""15-03-2023 05:48:09"", ""15-03-2023 05:56:45"", ""15-03-2023 05:57:37""]","[[""option_4"", ""15-03-2023 05:49:05""]]",56
Student 05,8,option_4,0,"[""15-03-2023 05:49:06"", ""15-03-2023 05:57:24"", ""15-03-2023 05:58:25""]","[[""option_4"", ""15-03-2023 05:50:12""]]",66
Student 05,9,option_3,0,"[""15-03-2023 05:50:15"", ""15-03-2023 05:56:23""]","[[""option_3"", ""15-03-2023 05:51:03""]]",51
Student 05,10,option_2,0,"[""15-03-2023 05:51:03"", ""15-03-2023 05:56:53""]","[[""option_2"", ""15-03-2023 05:51:13""]]",9
Student 05,11,option_4,0,"[""15-03-2023 05:51:13"", ""15-03-2023 05:56:28""]","[[""option_4"", ""15-03-2023 05:51:32""]]",18
Student 05,12,option_1,0,"[""15-03-2023 05:51:32"", ""15-03-2023 05:56:16""]","[[""option_1"", ""15-03-2023 05:52:03""]]",28
Student 05,13,option_3,1,"[""15-03-2023 05:52:01"", ""15-03-2023 05:56:19""]","[[""option_3"", ""15-03-2023 05:52:35""]]",21
Student 05,14,option_4,0,"[""15-03-2023 05:52:33"", ""15-03-2023 05:56:09""]","[[""option_4"", ""15-03-2023 05:52:43""]]",21
Student 05,15,option_2,0,"[""15-03-2023 05:52:45"", ""15-03-2023 05:56:11""]","[[""option_2"", ""15-03-2023 05:53:04""]]",20
Student 05,16,option_4,0,"[""15-03-2023 05:53:05"", ""15-03-2023 05:56:04""]","[[""option_4"", ""15-03-2023 05:53:30""]]",18
Student 05,17,option_2,1,"[""15-03-2023 05:53:26"", ""15-03-2023 05:56:07""]","[[""option_2"", ""15-03-2023 05:53:51""]]",27
Student 05,18,option_2,0,"[""15-03-2023 05:53:52"", ""15-03-2023 05:56:02""]","[[""option_2"", ""15-03-2023 05:54:57""]]",49
Student 05,19,option_3,0,"[""15-03-2023 05:54:51"", ""15-03-2023 05:55:58""]","[[""option_3"", ""15-03-2023 05:55:09""]]",32
Student 05,20,option_4,0,"[""15-03-2023 05:55:10""]","[[""option_4"", ""15-03-2023 05:55:44""], [""option_4"", ""15-03-2023 05:55:53""]]",47
Student 06,1,option_3,1,"[""15-03-2023 05:44:14""]","[[""option_3"", ""15-03-2023 05:44:39""]]",24
Student 06,2,option_1,1,"[""15-03-2023 05:44:39""]","[[""option_1"", ""15-03-2023 05:44:49""]]",10
Student 06,3,option_3,0,"[""15-03-2023 05:44:49"", ""15-03-2023 05:51:14"", ""15-03-2023 05:51:16"", ""15-03-2023 05:51:20"", ""15-03-2023 05:51:30""]","[[""option_3"", ""15-03-2023 05:45:01""], [""option_3"", ""15-03-2023 05:51:33""]]",23
Student 06,4,option_3,0,"[""15-03-2023 05:45:01"", ""15-03-2023 05:51:13"", ""15-03-2023 05:51:33""]","[[""option_3"", ""15-03-2023 05:45:30""], [""option_3"", ""15-03-2023 05:51:37""]]",32
Student 06,6,option_2,1,"[""15-03-2023 05:45:34"", ""15-03-2023 05:51:56""]","[[""option_2"", ""15-03-2023 05:45:41""], [""option_2"", ""15-03-2023 05:52:08""]]",18
Student 06,7,option_3,1,"[""15-03-2023 05:45:41"", ""15-03-2023 05:51:27"", ""15-03-2023 05:52:08""]","[[""option_3"", ""15-03-2023 05:46:11""], [""option_3"", ""15-03-2023 05:52:15""]]",37
Student 06,8,option_2,1,"[""15-03-2023 05:46:11"", ""15-03-2023 05:51:15"", ""15-03-2023 05:51:17"", ""15-03-2023 05:51:19"", ""15-03-2023 05:51:27"", ""15-03-2023 05:51:29"", ""15-03-2023 05:52:16""]","[[""option_2"", ""15-03-2023 05:46:28""], [""option_2"", ""15-03-2023 05:52:36""]]",37
Student 06,9,option_4,0,"[""15-03-2023 05:46:28"", ""15-03-2023 05:51:15"", ""15-03-2023 05:51:16"", ""15-03-2023 05:51:17"", ""15-03-2023 05:52:36""]","[[""option_4"", ""15-03-2023 05:46:49""], [""option_4"", ""15-03-2023 05:52:43""]]",28
Student 06,10,option_1,0,"[""15-03-2023 05:46:49"", ""15-03-2023 05:51:13"", ""15-03-2023 05:51:28"", ""15-03-2023 05:52:43""]","[[""option_1"", ""15-03-2023 05:47:08""], [""option_1"", ""15-03-2023 05:52:51""]]",26
Student 06,11,option_2,0,"[""15-03-2023 05:47:08"", ""15-03-2023 05:51:12"", ""15-03-2023 05:51:18"", ""15-03-2023 05:51:19"", ""15-03-2023 05:51:28"", ""15-03-2023 05:52:51""]","[[""option_2"", ""15-03-2023 05:47:17""], [""option_2"", ""15-03-2023 05:53:08""]]",28
Student 06,12,option_2,0,"[""15-03-2023 05:47:17"", ""15-03-2023 05:51:18"", ""15-03-2023 05:53:08""]","[[""option_2"", ""15-03-2023 05:47:40""], [""option_2"", ""15-03-2023 05:53:32""]]",47
Student 06,13,option_2,0,"[""15-03-2023 05:47:40"", ""15-03-2023 05:51:12"", ""15-03-2023 05:53:32""]","[[""option_2"", ""15-03-2023 05:48:15""], [""option_2"", ""15-03-2023 05:53:42""]]",44
Student 06,14,option_2,0,"[""15-03-2023 05:48:15"", ""15-03-2023 05:51:16"", ""15-03-2023 05:53:42""]","[[""option_2"", ""15-03-2023 05:48:38""], [""option_2"", ""15-03-2023 05:53:45""]]",25
Student 06,15,option_3,0,"[""15-03-2023 05:48:38"", ""15-03-2023 05:51:15"", ""15-03-2023 05:53:45""]","[[""option_3"", ""15-03-2023 05:48:47""], [""option_3"", ""15-03-2023 05:53:47""]]",12
Student 06,16,option_4,0,"[""15-03-2023 05:48:47"", ""15-03-2023 05:53:47""]","[[""option_4"", ""15-03-2023 05:49:28""], [""option_4"", ""15-03-2023 05:53:48""]]",41
Student 06,17,option_3,0,"[""15-03-2023 05:49:28"", ""15-03-2023 05:53:49""]","[[""option_3"", ""15-03-2023 05:49:49""], [""option_3"", ""15-03-2023 05:53:51""]]",22
Student 06,18,option_4,0,"[""15-03-2023 05:49:49"", ""15-03-2023 05:53:51""]","[[""option_4"", ""15-03-2023 05:50:03""], [""option_4"", ""15-03-2023 05:53:52""]]",14
Student 06,19,option_3,0,"[""15-03-2023 05:50:03"", ""15-03-2023 05:51:12"", ""15-03-2023 05:53:53""]","[[""option_3"", ""15-03-2023 05:50:19""], [""option_3"", ""15-03-2023 05:53:54""]]",17
Student 06,20,option_4,0,"[""15-03-2023 05:50:19"", ""15-03-2023 05:53:54""]","[[""option_4"", ""15-03-2023 05:50:58""]]",66
Student 06,5,option_1,0,"[""15-03-2023 05:45:31"", ""15-03-2023 05:51:16"", ""15-03-2023 05:51:19"", ""15-03-2023 05:51:30"", ""15-03-2023 05:51:37""]","[[""option_1"", ""15-03-2023 05:51:56""]]",24
Student 07,1,option_3,1,"[""15-03-2023 05:44:05""]","[[""option_3"", ""15-03-2023 05:44:19""]]",14
Student 07,2,option_1,1,"[""15-03-2023 05:44:19""]","[[""option_1"", ""15-03-2023 05:44:33""]]",14
Student 07,3,option_4,1,"[""15-03-2023 05:44:33""]","[[""option_4"", ""15-03-2023 05:44:44""]]",10
Student 07,4,option_4,0,"[""15-03-2023 05:44:44""]","[[""option_4"", ""15-03-2023 05:45:13""]]",29
Student 07,5,option_4,0,"[""15-03-2023 05:45:13""]","[[""option_4"", ""15-03-2023 05:45:30""]]",17
Student 07,6,option_2,1,"[""15-03-2023 05:45:30""]","[[""option_2"", ""15-03-2023 05:45:39""]]",9
Student 07,7,option_3,1,"[""15-03-2023 05:45:39""]","[[""option_3"", ""15-03-2023 05:46:00""]]",21
Student 07,8,option_2,1,"[""15-03-2023 05:46:00""]","[[""option_2"", ""15-03-2023 05:46:24""]]",23
Student 07,9,option_2,0,"[""15-03-2023 05:46:24"", ""15-03-2023 05:46:48""]","[[""option_4"", ""15-03-2023 05:46:40""], [""option_2"", ""15-03-2023 05:46:55""]]",22
Student 07,10,option_3,0,"[""15-03-2023 05:46:40"", ""15-03-2023 05:46:55""]","[[""option_3"", ""15-03-2023 05:47:04""]]",17
Student 07,11,option_2,0,"[""15-03-2023 05:47:04""]","[[""option_2"", ""15-03-2023 05:47:17""]]",12
Student 07,12,option_3,1,"[""15-03-2023 05:47:17""]","[[""option_3"", ""15-03-2023 05:47:59""]]",43
Student 07,13,option_4,0,"[""15-03-2023 05:47:59""]","[[""option_4"", ""15-03-2023 05:48:12""]]",12
Student 07,14,option_3,0,"[""15-03-2023 05:48:12""]","[[""option_3"", ""15-03-2023 05:48:35""]]",22
Student 07,15,option_3,0,"[""15-03-2023 05:48:35""]","[[""option_3"", ""15-03-2023 05:48:44""]]",9
Student 07,16,option_3,1,"[""15-03-2023 05:48:44"", ""15-03-2023 05:48:59""]","[[""option_3"", ""15-03-2023 05:49:01""]]",10
Student 07,17,option_2,1,"[""15-03-2023 05:48:54"", ""15-03-2023 05:49:01""]","[[""option_2"", ""15-03-2023 05:49:25""]]",28
Student 07,18,option_4,0,"[""15-03-2023 05:48:53"", ""15-03-2023 05:49:25""]","[[""option_4"", ""15-03-2023 05:49:43""]]",19
Student 07,19,option_3,0,"[""15-03-2023 05:49:43""]","[[""option_3"", ""15-03-2023 05:50:20""]]",37
Student 07,20,option_4,0,"[""15-03-2023 05:50:21""]","[[""option_4"", ""15-03-2023 05:50:44""], [""option_4"", ""15-03-2023 05:50:45""], [""option_4"", ""15-03-2023 05:50:47""], [""option_4"", ""15-03-2023 05:50:50""], [""option_4"", ""15-03-2023 05:50:57""], [""option_4"", ""15-03-2023 05:50:58""]]",41
Student 08,1,option_3,1,"[""15-03-2023 05:44:06""]","[[""option_3"", ""15-03-2023 05:44:19""]]",12
Student 08,2,option_1,1,"[""15-03-2023 05:44:19""]","[[""option_1"", ""15-03-2023 05:44:33""]]",14
Student 08,3,option_4,1,"[""15-03-2023 05:44:33""]","[[""option_4"", ""15-03-2023 05:44:44""]]",10
Student 08,4,option_4,0,"[""15-03-2023 05:44:44""]","[[""option_4"", ""15-03-2023 05:45:13""]]",29
Student 08,5,option_4,0,"[""15-03-2023 05:45:13""]","[[""option_4"", ""15-03-2023 05:45:31""]]",17
Student 08,6,option_2,1,"[""15-03-2023 05:45:31""]","[[""option_2"", ""15-03-2023 05:45:40""]]",9
Student 08,7,option_3,1,"[""15-03-2023 05:45:40""]","[[""option_3"", ""15-03-2023 05:46:02""]]",21
Student 08,8,option_2,1,"[""15-03-2023 05:46:02""]","[[""option_2"", ""15-03-2023 05:46:24""]]",22
Student 08,9,option_2,0,"[""15-03-2023 05:46:24""]","[[""option_2"", ""15-03-2023 05:46:55""]]",31
Student 08,10,option_3,0,"[""15-03-2023 05:46:55""]","[[""option_3"", ""15-03-2023 05:47:05""]]",9
Student 08,11,option_2,0,"[""15-03-2023 05:47:05""]","[[""option_2"", ""15-03-2023 05:47:17""]]",11
Student 08,12,option_3,1,"[""15-03-2023 05:47:17""]","[[""option_3"", ""15-03-2023 05:48:01""]]",44
Student 08,13,option_4,0,"[""15-03-2023 05:48:01""]","[[""option_4"", ""15-03-2023 05:48:12""]]",10
Student 08,14,option_3,0,"[""15-03-2023 05:48:12""]","[[""option_3"", ""15-03-2023 05:48:35""]]",23
Student 08,15,option_3,0,"[""15-03-2023 05:48:35""]","[[""option_3"", ""15-03-2023 05:48:45""]]",9
Student 08,16,option_3,1,"[""15-03-2023 05:48:45""]","[[""option_3"", ""15-03-2023 05:48:54""]]",9
Student 08,17,option_2,1,"[""15-03-2023 05:48:54""]","[[""option_2"", ""15-03-2023 05:49:25""]]",31
Student 08,18,option_4,0,"[""15-03-2023 05:49:25""]","[[""option_4"", ""15-03-2023 05:49:43""]]",18
Student 08,19,option_3,0,"[""15-03-2023 05:49:43""]","[[""option_3"", ""15-03-2023 05:50:20""]]",37
Student 08,20,option_4,0,"[""15-03-2023 05:50:21""]","[[""option_4"", ""15-03-2023 05:50:44""], [""option_4"", ""15-03-2023 05:50:45""], [""option_4"", ""15-03-2023 05:50:46""], [""option_4"", ""15-03-2023 05:50:56""]]",41
Student 09,1,option_3,1,"[""15-03-2023 05:44:00""]","[[""option_3"", ""15-03-2023 05:44:21""]]",20
Student 09,2,option_1,1,"[""15-03-2023 05:44:21""]","[[""option_1"", ""15-03-2023 05:44:39""]]",17
Student 09,3,option_4,1,"[""15-03-2023 05:44:39""]","[[""option_4"", ""15-03-2023 05:45:52""]]",72
Student 09,4,option_1,1,"[""15-03-2023 05:45:52""]","[[""option_1"", ""15-03-2023 05:48:00""]]",128
Student 09,5,option_1,0,"[""15-03-2023 05:48:00""]","[[""option_1"", ""15-03-2023 05:48:58""]]",58
Student 09,6,option_2,1,"[""15-03-2023 05:48:58""]","[[""option_2"", ""15-03-2023 05:49:10""]]",11
Student 09,7,option_3,1,"[""15-03-2023 05:49:10""]","[[""option_3"", ""15-03-2023 05:49:23""]]",13
Student 09,8,option_2,1,"[""15-03-2023 05:49:23""]","[[""option_2"", ""15-03-2023 05:49:37""]]",14
Student 09,9,option_1,1,"[""15-03-2023 05:49:37""]","[[""option_1"", ""15-03-2023 05:50:14""]]",36
Student 09,10,option_2,0,"[""15-03-2023 05:50:14""]","[[""option_2"", ""15-03-2023 05:51:12""]]",57
Student 09,11,option_1,1,"[""15-03-2023 05:51:12""]","[[""option_1"", ""15-03-2023 05:52:04""]]",51
Student 09,12,option_3,1,"[""15-03-2023 05:52:04""]","[[""option_3"", ""15-03-2023 05:53:02""]]",58
Student 09,13,option_2,0,"[""15-03-2023 05:53:03""]","[[""option_2"", ""15-03-2023 05:53:29""]]",26
Student 09,14,option_2,0,"[""15-03-2023 05:53:29""]","[[""option_2"", ""15-03-2023 05:53:47""]]",18
Student 09,15,option_4,1,"[""15-03-2023 05:53:47""]","[[""option_4"", ""15-03-2023 05:54:55""]]",67
Student 09,16,option_1,0,"[""15-03-2023 05:54:55""]","[[""option_1"", ""15-03-2023 05:55:43""]]",48
Student 09,17,option_2,1,"[""15-03-2023 05:55:43""]","[[""option_2"", ""15-03-2023 05:55:55""]]",12
Student 09,18,option_1,0,"[""15-03-2023 05:55:55""]","[[""option_1"", ""15-03-2023 05:56:21""]]",25
Student 09,19,option_3,0,"[""15-03-2023 05:56:21""]","[[""option_3"", ""15-03-2023 05:56:32""]]",11
Student 09,20,option_1,1,"[""15-03-2023 05:56:32""]","[[""option_1"", ""15-03-2023 05:57:05""]]",40
Student 10,1,option_3,1,"[""15-03-2023 05:44:00"", ""15-03-2023 05:53:00""]","[[""option_3"", ""15-03-2023 05:44:11""]]",12
Student 10,2,option_1,1,"[""15-03-2023 05:44:11"", ""15-03-2023 05:53:00""]","[[""option_1"", ""15-03-2023 05:44:42""]]",31
Student 10,3,option_2,0,"[""15-03-2023 05:44:42""]","[[""option_2"", ""15-03-2023 05:45:05""]]",23
Student 10,4,option_3,0,"[""15-03-2023 05:45:05""]","[[""option_3"", ""15-03-2023 05:45:40""]]",35
Student 10,5,option_2,1,"[""15-03-2023 05:45:40""]","[[""option_2"", ""15-03-2023 05:46:03""]]",22
Student 10,6,option_2,1,"[""15-03-2023 05:46:03"", ""15-03-2023 05:53:00""]","[[""option_2"", ""15-03-2023 05:46:22""]]",19
Student 10,7,option_2,0,"[""15-03-2023 05:46:22"", ""15-03-2023 05:52:58""]","[[""option_2"", ""15-03-2023 05:46:43""]]",22
Student 10,8,option_2,1,"[""15-03-2023 05:46:43""]","[[""option_2"", ""15-03-2023 05:47:19""]]",36
Student 10,9,option_4,0,"[""15-03-2023 05:47:19""]","[[""option_4"", ""15-03-2023 05:47:38""]]",19
