Student,Question,Response,Score,Start,Revisions,Time
Student 01,13,option_3,1,"[""09-02-2023 08:05:36"", ""09-02-2023 08:11:52"", ""09-02-2023 08:11:54"", ""09-02-2023 08:12:20""]","[[""option_3"", ""09-02-2023 08:05:51""]]",23
Student 01,14,option_2,1,"[""09-02-2023 08:05:51"", ""09-02-2023 08:11:52"", ""09-02-2023 08:12:14""]","[[""option_2"", ""09-02-2023 08:06:26""]]",34
Student 01,15,option_4,1,"[""09-02-2023 08:06:27"", ""09-02-2023 08:10:16"", ""09-02-2023 08:11:22"", ""09-02-2023 08:12:03""]","[[""option_4"", ""09-02-2023 08:07:57""]]",126
Student 01,16,option_2,1,"[""09-02-2023 08:07:57"", ""09-02-2023 08:10:13"", ""09-02-2023 08:10:15"", ""09-02-2023 08:11:21""]","[[""option_2"", ""09-02-2023 08:08:45""]]",50
Student 01,17,option_1,0,"[""09-02-2023 08:08:45"", ""09-02-2023 08:10:15"", ""09-02-2023 08:10:18"", ""09-02-2023 08:11:20"", ""09-02-2023 08:13:17""]","[[""option_1"", ""09-02-2023 08:09:25""]]",42
Student 01,19,option_1,0,"[""09-02-2023 08:10:21"", ""09-02-2023 08:10:33"", ""09-02-2023 08:11:11""]","[[""option_1"", ""09-02-2023 08:10:51""]]",21
Student 01,18,Unanswered,0,"[""09-02-2023 08:09:25"", ""09-02-2023 08:10:13"", ""09-02-2023 08:10:19"", ""09-02-2023 08:10:23"", ""09-02-2023 08:11:12"", ""09-02-2023 08:13:17""]",Unanswered,72
Student 01,20,Unanswered,0,"[""09-02-2023 08:10:51""]",Unanswered,18
Student 02,1,option_3,1,"[""09-02-2023 07:59:30""]",Unanswered,20
Student 02,2,option_2,1,"[""09-02-2023 07:59:50"", ""09-02-2023 08:14:18""]",Unanswered,130
Student 02,3,option_1,1,"[""09-02-2023 08:02:01"", ""09-02-2023 08:14:08"", ""09-02-2023 08:14:18"", ""09-02-2023 08:14:19""]",Unanswered,21
Student 02,4,option_3,1,"[""09-02-2023 08:02:14"", ""09-02-2023 08:14:03"", ""09-02-2023 08:14:20""]",Unanswered,37
Student 02,5,option_4,1,"[""09-02-2023 08:02:48"", ""09-02-2023 08:14:03"", ""09-02-2023 08:14:20""]",Unanswered,19
Student 02,6,option_3,1,"[""09-02-2023 08:03:05"", ""09-02-2023 08:14:18"", ""09-02-2023 08:14:21""]",Unanswered,6
Student 02,7,option_3,1,"[""09-02-2023 08:03:09"", ""09-02-2023 08:14:00"", ""09-02-2023 08:14:24""]",Unanswered,5
Student 02,8,option_4,1,"[""09-02-2023 08:03:13"", ""09-02-2023 08:14:27""]",Unanswered,36
Student 02,9,option_1,1,"[""09-02-2023 08:03:49"", ""09-02-2023 08:14:28""]",Unanswered,34
Student 02,13,option_4,0,"[""09-02-2023 08:07:07"", ""09-02-2023 08:13:19"", ""09-02-2023 08:13:26"", ""09-02-2023 08:13:58"", ""09-02-2023 08:14:11""]",Unanswered,52
Student 02,14,option_1,0,"[""09-02-2023 08:07:55"", ""09-02-2023 08:12:42"", ""09-02-2023 08:13:25"", ""09-02-2023 08:14:13"", ""09-02-2023 08:14:18""]",Unanswered,46
Student 02,16,option_2,1,"[""09-02-2023 08:09:44"", ""09-02-2023 08:10:15"", ""09-02-2023 08:10:58"", ""09-02-2023 08:11:02"", ""09-02-2023 08:13:23"", ""09-02-2023 08:14:14""]",Unanswered,66
Student 02,15,option_1,0,"[""09-02-2023 08:08:46"", ""09-02-2023 08:10:58"", ""09-02-2023 08:12:41"", ""09-02-2023 08:13:19"", ""09-02-2023 08:13:25"", ""09-02-2023 08:14:13""]",Unanswered,66
Student 02,17,option_2,1,"[""09-02-2023 08:10:07"", ""09-02-2023 08:10:20"", ""09-02-2023 08:11:41"", ""09-02-2023 08:13:23""]","[[""option_2"", ""09-02-2023 08:11:47""]]",50
Student 02,18,option_1,1,"[""09-02-2023 08:11:47"", ""09-02-2023 08:12:41"", ""09-02-2023 08:13:23"", ""09-02-2023 08:14:14"", ""09-02-2023 08:14:15"", ""09-02-2023 08:14:17""]","[[""option_1"", ""09-02-2023 08:11:56""]]",10
Student 02,19,option_3,1,"[""09-02-2023 08:11:56"", ""09-02-2023 08:12:41"", ""09-02-2023 08:13:20"", ""09-02-2023 08:13:23"", ""09-02-2023 08:14:14"", ""09-02-2023 08:14:17""]","[[""option_3"", ""09-02-2023 08:12:39""]]",43
Student 02,11,option_4,0,"[""09-02-2023 08:05:17"", ""09-02-2023 08:12:42""]","[[""option_4"", ""09-02-2023 08:13:09""]]",26
Student 02,20,option_3,1,"[""09-02-2023 08:12:39"", ""09-02-2023 08:13:20"", ""09-02-2023 08:14:16""]","[[""option_3"", ""09-02-2023 08:13:22""]]",7
Student 02,12,option_3,0,"[""09-02-2023 08:05:21"", ""09-02-2023 08:13:09"", ""09-02-2023 08:13:28"", ""09-02-2023 08:14:00""]","[[""option_3"", ""09-02-2023 08:13:58""]]",149
Student 02,10,Unanswered,0,"[""09-02-2023 08:04:21"", ""09-02-2023 08:14:18"", ""09-02-2023 08:14:30""]",Unanswered,54
Student 03,1,option_3,1,"[""09-02-2023 07:58:39"", ""09-02-2023 08:11:25""]","[[""option_3"", ""09-02-2023 07:58:56""], [""option_3"", ""09-02-2023 08:11:26""]]",18
Student 03,2,option_2,1,"[""09-02-2023 07:58:56"", ""09-02-2023 08:11:23"", ""09-02-2023 08:11:26""]","[[""option_2"", ""09-02-2023 07:59:06""], [""option_2"", ""09-02-2023 08:11:27""], [""option_2"", ""09-02-2023 08:11:27""]]",10
Student 03,3,option_1,1,"[""09-02-2023 07:59:07"", ""09-02-2023 08:11:27""]","[[""option_1"", ""09-02-2023 07:59:16""], [""option_1"", ""09-02-2023 08:11:28""]]",10
Student 03,4,option_3,1,"[""09-02-2023 07:59:16"", ""09-02-2023 08:11:28""]","[[""option_3"", ""09-02-2023 07:59:25""], [""option_3"", ""09-02-2023 08:11:29""]]",8
Student 03,5,option_4,1,"[""09-02-2023 07:59:25"", ""09-02-2023 08:06:27"", ""09-02-2023 08:11:29""]","[[""option_4"", ""09-02-2023 07:59:42""], [""option_4"", ""09-02-2023 08:11:31""]]",20
Student 03,6,option_1,0,"[""09-02-2023 07:59:42"", ""09-02-2023 08:00:53"", ""09-02-2023 08:06:26"", ""09-02-2023 08:06:29"", ""09-02-2023 08:11:31""]","[[""option_1"", ""09-02-2023 07:59:49""], [""option_1"", ""09-02-2023 08:11:32""], [""option_1"", ""09-02-2023 08:11:33""]]",11
Student 03,7,option_3,1,"[""09-02-2023 07:59:49"", ""09-02-2023 08:06:31"", ""09-02-2023 08:11:32""]","[[""option_3"", ""09-02-2023 08:00:00""], [""option_3"", ""09-02-2023 08:11:33""]]",14
Student 03,8,option_4,1,"[""09-02-2023 08:00:00"", ""09-02-2023 08:06:24"", ""09-02-2023 08:06:33"", ""09-02-2023 08:11:34""]","[[""option_4"", ""09-02-2023 08:00:13""], [""option_4"", ""09-02-2023 08:11:35""]]",17
Student 03,9,option_1,1,"[""09-02-2023 08:00:14"", ""09-02-2023 08:00:56"", ""09-02-2023 08:06:39"", ""09-02-2023 08:11:36""]","[[""option_1"", ""09-02-2023 08:00:27""], [""option_1"", ""09-02-2023 08:01:02""], [""option_1"", ""09-02-2023 08:11:37""]]",24
Student 03,13,option_3,1,"[""09-02-2023 08:02:20"", ""09-02-2023 08:08:36"", ""09-02-2023 08:09:56"", ""09-02-2023 08:11:45""]","[[""option_3"", ""09-02-2023 08:02:30""], [""option_3"", ""09-02-2023 08:11:50""]]",13
Student 03,14,option_2,1,"[""09-02-2023 08:02:31"", ""09-02-2023 08:08:37"", ""09-02-2023 08:09:58"", ""09-02-2023 08:11:51""]","[[""option_2"", ""09-02-2023 08:03:05""], [""option_2"", ""09-02-2023 08:11:51""], [""option_2"", ""09-02-2023 08:11:51""]]",39
Student 03,16,option_2,1,"[""09-02-2023 08:03:26"", ""09-02-2023 08:10:33"", ""09-02-2023 08:11:22"", ""09-02-2023 08:11:53""]","[[""option_2"", ""09-02-2023 08:03:52""], [""option_2"", ""09-02-2023 08:10:39""], [""option_2"", ""09-02-2023 08:11:53""], [""option_2"", ""09-02-2023 08:11:53""]]",33
Student 03,18,option_1,1,"[""09-02-2023 08:04:04"", ""09-02-2023 08:04:29"", ""09-02-2023 08:11:14"", ""09-02-2023 08:11:54"", ""09-02-2023 08:11:58"", ""09-02-2023 08:13:15""]","[[""option_1"", ""09-02-2023 08:04:30""], [""option_1"", ""09-02-2023 08:11:59""], [""option_1"", ""09-02-2023 08:11:59""]]",34
Student 03,19,option_3,1,"[""09-02-2023 08:04:28"", ""09-02-2023 08:04:30"", ""09-02-2023 08:11:15"", ""09-02-2023 08:11:59"", ""09-02-2023 08:13:09"", ""09-02-2023 08:13:14""]","[[""option_3"", ""09-02-2023 08:05:11""], [""option_3"", ""09-02-2023 08:12:00""]]",44
Student 03,15,option_4,1,"[""09-02-2023 08:03:05"", ""09-02-2023 08:09:59"", ""09-02-2023 08:11:20"", ""09-02-2023 08:11:51""]","[[""option_4"", ""09-02-2023 08:10:33""], [""option_4"", ""09-02-2023 08:11:51""]]",54
Student 03,10,option_2,1,"[""09-02-2023 08:00:27"", ""09-02-2023 08:00:56"", ""09-02-2023 08:01:02"", ""09-02-2023 08:06:24"", ""09-02-2023 08:06:40"", ""09-02-2023 08:09:53"", ""09-02-2023 08:11:37""]","[[""option_2"", ""09-02-2023 08:11:40""]]",136
Student 03,11,option_4,0,"[""09-02-2023 08:01:09"", ""09-02-2023 08:08:22"", ""09-02-2023 08:09:24"", ""09-02-2023 08:11:40"", ""09-02-2023 08:12:57""]","[[""option_4"", ""09-02-2023 08:11:42""], [""option_4"", ""09-02-2023 08:11:42""]]",86
Student 03,12,option_1,1,"[""09-02-2023 08:01:47"", ""09-02-2023 08:08:35"", ""09-02-2023 08:08:41"", ""09-02-2023 08:09:55"", ""09-02-2023 08:11:42""]","[[""option_1"", ""09-02-2023 08:11:44""]]",78
Student 03,17,option_4,0,"[""09-02-2023 08:03:52"", ""09-02-2023 08:10:40"", ""09-02-2023 08:11:53"", ""09-02-2023 08:11:54""]","[[""option_4"", ""09-02-2023 08:11:53""], [""option_4"", ""09-02-2023 08:11:58""]]",46
Student 03,20,option_1,0,"[""09-02-2023 08:05:11"", ""09-02-2023 08:11:18"", ""09-02-2023 08:12:00"", ""09-02-2023 08:13:10"", ""09-02-2023 08:13:19""]","[[""option_1"", ""09-02-2023 08:12:08""]]",156
Student 04,1,option_3,1,"[""09-02-2023 07:58:48""]","[[""option_3"", ""09-02-2023 07:58:57""]]",14
Student 04,2,option_2,1,"[""09-02-2023 07:58:57"", ""09-02-2023 08:12:05""]","[[""option_2"", ""09-02-2023 07:59:04""], [""option_2"", ""09-02-2023 08:12:11""]]",7
Student 04,3,option_1,1,"[""09-02-2023 07:59:04"", ""09-02-2023 08:12:11""]","[[""option_1"", ""09-02-2023 07:59:14""], [""option_1"", ""09-02-2023 08:12:12""], [""option_1"", ""09-02-2023 08:12:12""]]",9
Student 04,4,option_3,1,"[""09-02-2023 07:59:14"", ""09-02-2023 08:12:12""]","[[""option_3"", ""09-02-2023 07:59:20""], [""option_3"", ""09-02-2023 08:12:13""]]",7
Student 04,5,option_4,1,"[""09-02-2023 07:59:20"", ""09-02-2023 08:12:16""]","[[""option_4"", ""09-02-2023 07:59:43""], [""option_4"", ""09-02-2023 08:12:17""]]",22
Student 04,6,option_1,0,"[""09-02-2023 07:59:43"", ""09-02-2023 08:06:43"", ""09-02-2023 08:12:18""]","[[""option_1"", ""09-02-2023 07:59:49""], [""option_1"", ""09-02-2023 08:12:18""], [""option_1"", ""09-02-2023 08:12:21""]]",5
Student 04,7,option_3,1,"[""09-02-2023 07:59:49"", ""09-02-2023 08:12:19""]","[[""option_3"", ""09-02-2023 07:59:57""], [""option_3"", ""09-02-2023 08:12:21""]]",7
Student 04,8,option_4,1,"[""09-02-2023 07:59:57"", ""09-02-2023 08:06:43"", ""09-02-2023 08:12:21""]","[[""option_4"", ""09-02-2023 08:00:12""], [""option_4"", ""09-02-2023 08:12:25""], [""option_4"", ""09-02-2023 08:12:27""]]",13
Student 04,9,option_1,1,"[""09-02-2023 08:00:12"", ""09-02-2023 08:10:53"", ""09-02-2023 08:12:26""]","[[""option_1"", ""09-02-2023 08:00:26""], [""option_1"", ""09-02-2023 08:12:28""]]",19
Student 04,11,option_4,0,"[""09-02-2023 08:01:02"", ""09-02-2023 08:01:05"", ""09-02-2023 08:08:27"", ""09-02-2023 08:09:32"", ""09-02-2023 08:11:21"", ""09-02-2023 08:12:32""]","[[""option_4"", ""09-02-2023 08:01:48""], [""option_4"", ""09-02-2023 08:11:22""], [""option_4"", ""09-02-2023 08:12:32""], [""option_4"", ""09-02-2023 08:12:33""]]",53
Student 04,13,option_3,1,"[""09-02-2023 08:02:21"", ""09-02-2023 08:08:29"", ""09-02-2023 08:09:22"", ""09-02-2023 08:09:38"", ""09-02-2023 08:11:23"", ""09-02-2023 08:12:33""]","[[""option_3"", ""09-02-2023 08:02:31""], [""option_3"", ""09-02-2023 08:09:24""], [""option_3"", ""09-02-2023 08:11:29""], [""option_3"", ""09-02-2023 08:12:34""], [""option_3"", ""09-02-2023 08:12:34""]]",11
Student 04,14,option_2,1,"[""09-02-2023 08:02:31"", ""09-02-2023 08:02:45"", ""09-02-2023 08:03:16"", ""09-02-2023 08:09:24"", ""09-02-2023 08:11:30"", ""09-02-2023 08:12:34""]","[[""option_2"", ""09-02-2023 08:02:51""], [""option_2"", ""09-02-2023 08:09:26""], [""option_2"", ""09-02-2023 08:11:30""], [""option_2"", ""09-02-2023 08:12:34""]]",22
Student 04,16,option_2,1,"[""09-02-2023 08:03:28"", ""09-02-2023 08:10:29"", ""09-02-2023 08:11:32"", ""09-02-2023 08:12:37""]","[[""option_2"", ""09-02-2023 08:03:47""], [""option_2"", ""09-02-2023 08:10:30""], [""option_2"", ""09-02-2023 08:11:33""], [""option_2"", ""09-02-2023 08:12:37""]]",20
Student 04,18,option_1,1,"[""09-02-2023 08:04:16"", ""09-02-2023 08:06:26"", ""09-02-2023 08:10:33"", ""09-02-2023 08:11:34"", ""09-02-2023 08:12:39""]","[[""option_1"", ""09-02-2023 08:04:30""], [""option_1"", ""09-02-2023 08:10:36""], [""option_1"", ""09-02-2023 08:11:36""], [""option_1"", ""09-02-2023 08:12:39""], [""option_1"", ""09-02-2023 08:12:40""]]",19
Student 04,19,option_3,1,"[""09-02-2023 08:04:30"", ""09-02-2023 08:06:23"", ""09-02-2023 08:10:36"", ""09-02-2023 08:11:36"", ""09-02-2023 08:11:42"", ""09-02-2023 08:12:39""]","[[""option_3"", ""09-02-2023 08:05:11""], [""option_3"", ""09-02-2023 08:10:48""], [""option_3"", ""09-02-2023 08:11:37""], [""option_3"", ""09-02-2023 08:11:57""]]",138
Student 04,20,option_1,0,"[""09-02-2023 08:05:11"", ""09-02-2023 08:10:48"", ""09-02-2023 08:11:38"", ""09-02-2023 08:11:57""]","[[""option_1"", ""09-02-2023 08:06:20""], [""option_1"", ""09-02-2023 08:10:51""]]",88
Student 04,12,option_1,1,"[""09-02-2023 08:01:48"", ""09-02-2023 08:08:29"", ""09-02-2023 08:09:31"", ""09-02-2023 08:11:22"", ""09-02-2023 08:12:32""]","[[""option_1"", ""09-02-2023 08:09:22""], [""option_1"", ""09-02-2023 08:11:23""], [""option_1"", ""09-02-2023 08:12:33""]]",87
Student 04,15,option_4,1,"[""09-02-2023 08:02:44"", ""09-02-2023 08:02:51"", ""09-02-2023 08:03:17"", ""09-02-2023 08:09:26"", ""09-02-2023 08:09:39"", ""09-02-2023 08:11:31"", ""09-02-2023 08:12:35""]","[[""option_4"", ""09-02-2023 08:10:29""], [""option_4"", ""09-02-2023 08:11:32""], [""option_4"", ""09-02-2023 08:11:32""], [""option_4"", ""09-02-2023 08:12:36""], [""option_4"", ""09-02-2023 08:12:37""]]",89
Student 04,17,option_4,0,"[""09-02-2023 08:03:47"", ""09-02-2023 08:06:27"", ""09-02-2023 08:10:30"", ""09-02-2023 08:11:33"", ""09-02-2023 08:12:37""]","[[""option_4"", ""09-02-2023 08:10:32""], [""option_4"", ""09-02-2023 08:11:33""], [""option_4"", ""09-02-2023 08:11:34""], [""option_4"", ""09-02-2023 08:12:38""]]",48
Student 04,10,option_2,1,"[""09-02-2023 08:00:26"", ""09-02-2023 08:01:04"", ""09-02-2023 08:06:44"", ""09-02-2023 08:10:54"", ""09-02-2023 08:12:28""]","[[""option_2"", ""09-02-2023 08:11:20""], [""option_2"", ""09-02-2023 08:12:31""]]",164
Student 05,1,option_3,1,"[""09-02-2023 07:58:49"", ""09-02-2023 08:12:34""]","[[""option_3"", ""09-02-2023 07:58:58""]]",18
Student 05,2,option_2,1,"[""09-02-2023 07:58:58"", ""09-02-2023 08:12:41"", ""09-02-2023 08:12:42"", ""09-02-2023 08:12:52""]","[[""option_2"", ""09-02-2023 07:59:09""]]",15
Student 05,3,option_1,1,"[""09-02-2023 07:59:09"", ""09-02-2023 08:11:48"", ""09-02-2023 08:12:09"", ""09-02-2023 08:12:13"", ""09-02-2023 08:12:45"", ""09-02-2023 08:12:53""]","[[""option_1"", ""09-02-2023 07:59:37""]]",61
Student 05,4,option_3,1,"[""09-02-2023 07:59:37"", ""09-02-2023 08:12:41"", ""09-02-2023 08:12:49"", ""09-02-2023 08:12:55""]","[[""option_3"", ""09-02-2023 07:59:59""]]",26
Student 05,5,option_4,1,"[""09-02-2023 07:59:59"", ""09-02-2023 08:13:00""]","[[""option_4"", ""09-02-2023 08:00:21""]]",23
Student 05,6,option_1,0,"[""09-02-2023 08:00:21"", ""09-02-2023 08:13:02""]","[[""option_1"", ""09-02-2023 08:00:31""]]",11
Student 05,7,option_3,1,"[""09-02-2023 08:00:31""]","[[""option_3"", ""09-02-2023 08:00:39""]]",8
Student 05,8,option_4,1,"[""09-02-2023 08:00:40"", ""09-02-2023 08:13:05""]","[[""option_4"", ""09-02-2023 08:01:33""]]",59
Student 05,9,option_1,1,"[""09-02-2023 08:01:33"", ""09-02-2023 08:13:12""]","[[""option_1"", ""09-02-2023 08:01:42""]]",10
Student 05,10,option_3,0,"[""09-02-2023 08:01:42""]","[[""option_3"", ""09-02-2023 08:02:42""]]",61
Student 05,11,option_1,1,"[""09-02-2023 08:02:42"", ""09-02-2023 08:13:13""]","[[""option_1"", ""09-02-2023 08:03:30""]]",47
Student 05,12,option_1,1,"[""09-02-2023 08:03:30""]","[[""option_1"", ""09-02-2023 08:04:58""]]",87
Student 05,13,option_3,1,"[""09-02-2023 08:04:58"", ""09-02-2023 08:13:14""]","[[""option_3"", ""09-02-2023 08:05:20""]]",23
Student 05,14,option_2,1,"[""09-02-2023 08:05:20"", ""09-02-2023 08:13:15""]","[[""option_2"", ""09-02-2023 08:06:11""]]",52
Student 05,15,option_1,0,"[""09-02-2023 08:06:11"", ""09-02-2023 08:13:16""]","[[""option_1"", ""09-02-2023 08:07:32""]]",80
Student 05,16,option_1,0,"[""09-02-2023 08:07:32""]","[[""option_1"", ""09-02-2023 08:07:53""]]",21
Student 05,17,option_2,1,"[""09-02-2023 08:07:53"", ""09-02-2023 08:13:16""]","[[""option_2"", ""09-02-2023 08:08:07""]]",13
Student 05,18,option_4,0,"[""09-02-2023 08:08:06"", ""09-02-2023 08:13:17""]","[[""option_4"", ""09-02-2023 08:08:34""]]",30
Student 05,19,option_4,0,"[""09-02-2023 08:08:34""]","[[""option_4"", ""09-02-2023 08:09:28""]]",54
Student 05,20,option_1,0,"[""09-02-2023 08:09:28"", ""09-02-2023 08:13:18""]","[[""option_1"", ""09-02-2023 08:11:28""], [""option_1"", ""09-02-2023 08:11:31""]]",159
Student 06,1,option_3,1,"[""09-02-2023 07:58:49"", ""09-02-2023 08:13:26""]","[[""option_3"", ""09-02-2023 07:58:59""]]",13
Student 06,2,option_2,1,"[""09-02-2023 07:58:59""]","[[""option_2"", ""09-02-2023 07:59:09""]]",9
Student 06,3,option_1,1,"[""09-02-2023 07:59:09"", ""09-02-2023 08:13:30""]","[[""option_1"", ""09-02-2023 07:59:35""]]",38
Student 06,4,option_3,1,"[""09-02-2023 07:59:35""]","[[""option_3"", ""09-02-2023 07:59:57""]]",22
Student 06,5,option_4,1,"[""09-02-2023 07:59:57""]","[[""option_4"", ""09-02-2023 08:00:20""]]",22
Student 06,6,option_1,0,"[""09-02-2023 08:00:20""]","[[""option_1"", ""09-02-2023 08:00:30""]]",10
Student 06,7,option_3,1,"[""09-02-2023 08:00:30""]","[[""option_3"", ""09-02-2023 08:00:38""]]",7
Student 06,8,option_4,1,"[""09-02-2023 08:00:38"", ""09-02-2023 08:12:13"", ""09-02-2023 08:12:17"", ""09-02-2023 08:12:18"", ""09-02-2023 08:12:29"", ""09-02-2023 08:12:39"", ""09-02-2023 08:12:39"", ""09-02-2023 08:12:40"", ""09-02-2023 08:12:41"", ""09-02-2023 08:12:45"", ""09-02-2023 08:13:03"", ""09-02-2023 08:13:16"", ""09-02-2023 08:13:16""]","[[""option_4"", ""09-02-2023 08:01:33""]]",96
Student 06,9,option_1,1,"[""09-02-2023 08:01:33""]","[[""option_1"", ""09-02-2023 08:01:40""]]",6
Student 06,10,option_3,0,"[""09-02-2023 08:01:40"", ""09-02-2023 08:12:49"", ""09-02-2023 08:12:49"", ""09-02-2023 08:13:04""]","[[""option_3"", ""09-02-2023 08:02:43""]]",89
Student 06,11,option_1,1,"[""09-02-2023 08:02:43""]","[[""option_1"", ""09-02-2023 08:03:29""]]",45
Student 06,12,option_1,1,"[""09-02-2023 08:03:29""]","[[""option_1"", ""09-02-2023 08:04:56""]]",87
Student 06,13,option_3,1,"[""09-02-2023 08:04:56""]","[[""option_3"", ""09-02-2023 08:05:20""]]",23
Student 06,14,option_2,1,"[""09-02-2023 08:05:20""]","[[""option_2"", ""09-02-2023 08:06:11""]]",51
Student 06,15,option_1,0,"[""09-02-2023 08:06:11"", ""09-02-2023 08:12:47"", ""09-02-2023 08:12:47"", ""09-02-2023 08:12:48""]","[[""option_1"", ""09-02-2023 08:07:32""]]",80
Student 06,16,option_1,0,"[""09-02-2023 08:07:31""]","[[""option_1"", ""09-02-2023 08:07:52""]]",22
Student 06,17,option_2,1,"[""09-02-2023 08:07:52""]","[[""option_2"", ""09-02-2023 08:08:06""]]",13
Student 06,18,option_4,0,"[""09-02-2023 08:08:06""]","[[""option_4"", ""09-02-2023 08:08:34""]]",28
Student 06,19,option_4,0,"[""09-02-2023 08:08:34""]","[[""option_4"", ""09-02-2023 08:09:28""]]",54
Student 06,20,option_1,0,"[""09-02-2023 08:09:28""]","[[""option_1"", ""09-02-2023 08:11:27""]]",161
Student 07,1,option_3,1,"[""09-02-2023 07:58:52""]","[[""option_3"", ""09-02-2023 07:59:00""]]",10
Student 07,2,option_2,1,"[""09-02-2023 07:59:00""]","[[""option_2"", ""09-02-2023 07:59:29""]]",28
Student 07,3,option_1,1,"[""09-02-2023 07:59:29""]","[[""option_1"", ""09-02-2023 07:59:55""]]",26
Student 07,4,option_3,1,"[""09-02-2023 07:59:55""]","[[""option_3"", ""09-02-2023 08:00:01""]]",6
Student 07,5,option_4,1,"[""09-02-2023 08:00:01"", ""09-02-2023 08:11:12""]","[[""option_4"", ""09-02-2023 08:00:18""]]",19
Student 07,6,option_3,1,"[""09-02-2023 08:00:18""]","[[""option_3"", ""09-02-2023 08:00:34""]]",16
Student 07,7,option_3,1,"[""09-02-2023 08:00:34""]","[[""option_3"", ""09-02-2023 08:00:45""]]",11
Student 07,8,option_4,1,"[""09-02-2023 08:00:45"", ""09-02-2023 08:11:11""]","[[""option_4"", ""09-02-2023 08:01:08""]]",23
Student 07,9,option_1,1,"[""09-02-2023 08:01:08"", ""09-02-2023 08:10:58""]","[[""option_1"", ""09-02-2023 08:01:26""]]",17
Student 07,11,option_4,0,"[""09-02-2023 08:02:36"", ""09-02-2023 08:10:54"", ""09-02-2023 08:11:10""]","[[""option_4"", ""09-02-2023 08:03:32""]]",60
Student 07,12,option_3,0,"[""09-02-2023 08:03:33""]","[[""option_3"", ""09-02-2023 08:05:03""]]",89
Student 07,13,option_3,1,"[""09-02-2023 08:05:03""]","[[""option_3"", ""09-02-2023 08:05:19""]]",15
Student 07,14,option_2,1,"[""09-02-2023 08:05:19"", ""09-02-2023 08:10:54""]","[[""option_2"", ""09-02-2023 08:05:32""]]",13
Student 07,15,option_1,0,"[""09-02-2023 08:05:32"", ""09-02-2023 08:10:38"", ""09-02-2023 08:10:54"", ""09-02-2023 08:10:58""]","[[""option_1"", ""09-02-2023 08:06:11""]]",40
Student 07,16,option_1,0,"[""09-02-2023 08:06:11"", ""09-02-2023 08:10:38"", ""09-02-2023 08:10:53"", ""09-02-2023 08:11:09"", ""09-02-2023 08:11:13""]","[[""option_1"", ""09-02-2023 08:06:25""]]",15
Student 07,17,option_1,0,"[""09-02-2023 08:06:25"", ""09-02-2023 08:10:53"", ""09-02-2023 08:11:13""]","[[""option_1"", ""09-02-2023 08:06:55""]]",30
