Student,Question,Response,Score,Start,Revisions,Time
Student 03,2,option_1,1,"[""28-03-2023 05:53:26""]","[[""option_1"", ""28-03-2023 05:53:36""]]",11
Student 03,3,option_4,1,"[""28-03-2023 05:53:36""]","[[""option_4"", ""28-03-2023 05:53:45""]]",8
Student 03,4,option_1,1,"[""28-03-2023 05:53:45""]","[[""option_1"", ""28-03-2023 05:54:03""]]",17
Student 03,5,option_2,1,"[""28-03-2023 05:54:03""]","[[""option_2"", ""28-03-2023 05:54:16""]]",14
Student 03,6,option_4,1,"[""28-03-2023 05:54:16""]","[[""option_4"", ""28-03-2023 05:54:28""]]",11
Student 03,7,option_1,1,"[""28-03-2023 05:54:28""]","[[""option_1"", ""28-03-2023 05:54:46""]]",18
Student 03,8,option_4,0,"[""28-03-2023 05:54:46""]","[[""option_4"", ""28-03-2023 05:54:59""]]",12
Student 03,9,option_2,0,"[""28-03-2023 05:54:59""]","[[""option_2"", ""28-03-2023 05:55:27""]]",27
Student 03,10,option_1,1,"[""28-03-2023 05:55:28""]","[[""option_1"", ""28-03-2023 05:55:45""]]",17
Student 03,11,option_3,0,"[""28-03-2023 05:55:45""]","[[""option_3"", ""28-03-2023 05:56:54""]]",69
Student 03,12,option_4,0,"[""28-03-2023 05:56:54""]","[[""option_4"", ""28-03-2023 05:57:08""]]",13
Student 03,13,option_3,0,"[""28-03-2023 05:57:08""]","[[""option_3"", ""28-03-2023 05:58:13""]]",65
Student 03,14,option_1,0,"[""28-03-2023 05:58:14""]","[[""option_1"", ""28-03-2023 05:58:49""]]",35
Student 03,15,option_3,0,"[""28-03-2023 05:58:49""]","[[""option_3"", ""28-03-2023 05:59:25""]]",36
Student 03,16,option_3,0,"[""28-03-2023 05:59:25""]","[[""option_3"", ""28-03-2023 06:00:13""]]",48
Student 03,17,option_1,1,"[""28-03-2023 06:00:13""]","[[""option_1"", ""28-03-2023 06:00:19""]]",5
Student 03,18,option_3,1,"[""28-03-2023 06:00:19""]","[[""option_3"", ""28-03-2023 06:00:24""]]",5
Student 03,19,option_4,1,"[""28-03-2023 06:00:24""]","[[""option_4"", ""28-03-2023 06:00:33""]]",8
Student 03,20,option_4,0,"[""28-03-2023 06:00:33""]","[[""option_4"", ""28-03-2023 06:00:46""]]",22
Student 04,1,option_1,1,"[""28-03-2023 05:52:55""]","[[""option_1"", ""28-03-2023 05:53:02""]]",6
Student 04,2,option_1,1,"[""28-03-2023 05:53:02""]","[[""option_1"", ""28-03-2023 05:53:16""]]",14
Student 04,3,option_4,1,"[""28-03-2023 05:53:16""]","[[""option_4"", ""28-03-2023 05:53:23""]]",7
Student 04,4,option_1,1,"[""28-03-2023 05:53:23""]","[[""option_1"", ""28-03-2023 05:53:33""]]",9
Student 04,5,option_2,1,"[""28-03-2023 05:53:33""]","[[""option_2"", ""28-03-2023 05:53:48""]]",14
Student 04,6,option_4,1,"[""28-03-2023 05:53:48""]","[[""option_4"", ""28-03-2023 05:53:53""]]",5
Student 04,7,option_3,0,"[""28-03-2023 05:53:53""]","[[""option_3"", ""28-03-2023 05:54:18""]]",24
Student 04,8,option_4,0,"[""28-03-2023 05:54:18""]","[[""option_4"", ""28-03-2023 05:54:30""]]",12
Student 04,9,option_1,0,"[""28-03-2023 05:54:30""]","[[""option_1"", ""28-03-2023 05:56:23""]]",112
Student 04,10,option_1,1,"[""28-03-2023 05:56:23""]","[[""option_1"", ""28-03-2023 05:56:34""]]",11
Student 04,11,option_3,0,"[""28-03-2023 05:56:34""]","[[""option_3"", ""28-03-2023 05:57:49""]]",74
Student 04,12,option_2,1,"[""28-03-2023 05:57:49""]","[[""option_2"", ""28-03-2023 05:58:39""]]",49
Student 04,13,option_1,1,"[""28-03-2023 05:58:39""]","[[""option_1"", ""28-03-2023 05:58:55""]]",16
Student 04,14,option_1,0,"[""28-03-2023 05:58:55""]","[[""option_1"", ""28-03-2023 06:00:10""]]",74
Student 04,15,option_2,0,"[""28-03-2023 06:00:10""]","[[""option_2"", ""28-03-2023 06:00:34""]]",24
Student 04,16,option_1,0,"[""28-03-2023 06:00:34""]","[[""option_1"", ""28-03-2023 06:00:45""]]",10
Student 04,17,option_1,1,"[""28-03-2023 06:00:45""]","[[""option_1"", ""28-03-2023 06:00:53""]]",7
Student 04,18,option_3,1,"[""28-03-2023 06:00:52""]","[[""option_3"", ""28-03-2023 06:01:02""]]",9
Student 04,19,option_4,1,"[""28-03-2023 06:01:02""]","[[""option_4"", ""28-03-2023 06:01:06""]]",4
Student 04,20,option_3,1,"[""28-03-2023 06:01:06""]","[[""option_3"", ""28-03-2023 06:01:44""], [""option_3"", ""28-03-2023 06:01:50""]]",47
Student 05,1,option_1,1,"[""28-03-2023 05:52:43"", ""28-03-2023 05:59:14"", ""28-03-2023 05:59:35""]","[[""option_1"", ""28-03-2023 05:52:53""]]",12
Student 05,2,option_1,1,"[""28-03-2023 05:52:53"", ""28-03-2023 05:59:12"", ""28-03-2023 05:59:15"", ""28-03-2023 05:59:35"", ""28-03-2023 05:59:37""]","[[""option_1"", ""28-03-2023 05:53:13""]]",22
Student 05,3,option_4,1,"[""28-03-2023 05:53:14"", ""28-03-2023 05:59:12"", ""28-03-2023 05:59:16"", ""28-03-2023 05:59:34"", ""28-03-2023 05:59:39""]","[[""option_4"", ""28-03-2023 05:53:20""]]",13
Student 05,5,option_2,1,"[""28-03-2023 05:53:58"", ""28-03-2023 05:59:20"", ""28-03-2023 05:59:48""]","[[""option_2"", ""28-03-2023 05:54:13""]]",15
Student 05,6,option_4,1,"[""28-03-2023 05:54:13"", ""28-03-2023 05:59:12"", ""28-03-2023 05:59:21"", ""28-03-2023 05:59:34"", ""28-03-2023 05:59:49""]","[[""option_4"", ""28-03-2023 05:54:18""]]",6
Student 05,7,option_1,1,"[""28-03-2023 05:54:18"", ""28-03-2023 05:59:22"", ""28-03-2023 05:59:49""]","[[""option_1"", ""28-03-2023 05:54:52""]]",34
Student 05,8,option_4,0,"[""28-03-2023 05:54:52"", ""28-03-2023 05:59:23"", ""28-03-2023 05:59:50""]","[[""option_4"", ""28-03-2023 05:55:09""]]",17
Student 05,9,option_4,1,"[""28-03-2023 05:55:09"", ""28-03-2023 05:59:23"", ""28-03-2023 05:59:50""]","[[""option_4"", ""28-03-2023 05:55:53""]]",45
Student 05,10,option_1,1,"[""28-03-2023 05:55:53"", ""28-03-2023 05:59:11"", ""28-03-2023 05:59:24"", ""28-03-2023 05:59:51""]","[[""option_1"", ""28-03-2023 05:56:08""]]",15
Student 05,11,option_4,0,"[""28-03-2023 05:56:08"", ""28-03-2023 05:59:25"", ""28-03-2023 05:59:33"", ""28-03-2023 05:59:52""]","[[""option_4"", ""28-03-2023 05:56:58""]]",52
Student 05,12,option_3,0,"[""28-03-2023 05:56:58"", ""28-03-2023 05:59:11"", ""28-03-2023 05:59:26"", ""28-03-2023 05:59:53""]","[[""option_3"", ""28-03-2023 05:57:29""]]",31
Student 05,13,option_1,1,"[""28-03-2023 05:57:29"", ""28-03-2023 05:59:10"", ""28-03-2023 05:59:27"", ""28-03-2023 05:59:53""]","[[""option_1"", ""28-03-2023 05:57:42""]]",17
Student 05,14,option_2,1,"[""28-03-2023 05:57:42"", ""28-03-2023 05:59:09"", ""28-03-2023 05:59:28"", ""28-03-2023 05:59:55""]","[[""option_2"", ""28-03-2023 05:57:54""]]",14
Student 05,15,option_2,0,"[""28-03-2023 05:57:55"", ""28-03-2023 05:59:09"", ""28-03-2023 05:59:29"", ""28-03-2023 05:59:56""]","[[""option_2"", ""28-03-2023 05:58:14""]]",19
Student 05,16,option_2,1,"[""28-03-2023 05:58:15"", ""28-03-2023 05:59:30"", ""28-03-2023 05:59:57""]","[[""option_2"", ""28-03-2023 05:58:32""]]",22
Student 05,17,option_1,1,"[""28-03-2023 05:58:32"", ""28-03-2023 05:59:31"", ""28-03-2023 05:59:58""]","[[""option_1"", ""28-03-2023 05:58:36""]]",5
Student 05,18,option_3,1,"[""28-03-2023 05:58:36"", ""28-03-2023 05:59:09"", ""28-03-2023 05:59:32"", ""28-03-2023 06:00:00""]","[[""option_3"", ""28-03-2023 05:58:52""]]",21
Student 05,19,option_4,1,"[""28-03-2023 05:58:52"", ""28-03-2023 05:59:09"", ""28-03-2023 05:59:33""]","[[""option_4"", ""28-03-2023 05:58:55""]]",4
Student 05,20,option_3,1,"[""28-03-2023 05:58:55""]","[[""option_3"", ""28-03-2023 05:59:04""]]",13
Student 05,4,Unanswered,0,"[""28-03-2023 05:53:20"", ""28-03-2023 05:59:12"", ""28-03-2023 05:59:20"", ""28-03-2023 05:59:34"", ""28-03-2023 05:59:40""]",Unanswered,45
Student 06,1,option_1,1,"[""28-03-2023 05:52:44""]","[[""option_1"", ""28-03-2023 05:52:55""]]",10
Student 06,2,option_3,0,"[""28-03-2023 05:52:55""]","[[""option_3"", ""28-03-2023 05:53:13""]]",18
Student 06,3,option_4,1,"[""28-03-2023 05:53:13""]","[[""option_4"", ""28-03-2023 05:53:18""]]",4
Student 06,4,option_1,1,"[""28-03-2023 05:53:18""]","[[""option_1"", ""28-03-2023 05:53:56""]]",38
Student 06,5,option_2,1,"[""28-03-2023 05:53:56""]","[[""option_2"", ""28-03-2023 05:54:14""]]",17
Student 06,6,option_4,1,"[""28-03-2023 05:54:14""]","[[""option_4"", ""28-03-2023 05:54:18""]]",4
Student 06,7,option_2,0,"[""28-03-2023 05:54:18""]","[[""option_2"", ""28-03-2023 05:54:36""]]",17
Student 06,8,option_3,0,"[""28-03-2023 05:54:36""]","[[""option_3"", ""28-03-2023 05:54:48""]]",11
Student 06,9,option_2,0,"[""28-03-2023 05:54:48""]","[[""option_2"", ""28-03-2023 05:55:09""]]",21
Student 06,10,option_2,0,"[""28-03-2023 05:55:09""]","[[""option_2"", ""28-03-2023 05:56:11""]]",61
Student 06,11,option_3,0,"[""28-03-2023 05:56:11""]","[[""option_3"", ""28-03-2023 05:56:22""]]",11
Student 06,12,option_2,1,"[""28-03-2023 05:56:22""]","[[""option_2"", ""28-03-2023 05:57:03""]]",40
Student 06,13,option_1,1,"[""28-03-2023 05:57:03""]","[[""option_1"", ""28-03-2023 05:57:26""]]",23
Student 06,14,option_3,0,"[""28-03-2023 05:57:26""]","[[""option_3"", ""28-03-2023 05:57:56""]]",29
Student 06,15,option_4,1,"[""28-03-2023 05:57:56""]","[[""option_4"", ""28-03-2023 05:58:05""]]",9
Student 06,16,option_3,0,"[""28-03-2023 05:58:05""]","[[""option_3"", ""28-03-2023 05:58:18""]]",13
Student 06,17,option_1,1,"[""28-03-2023 05:58:19""]","[[""option_1"", ""28-03-2023 05:58:44""]]",25
Student 06,18,option_3,1,"[""28-03-2023 05:58:44""]","[[""option_3"", ""28-03-2023 05:58:53""]]",8
Student 06,19,option_4,1,"[""28-03-2023 05:58:53""]","[[""option_4"", ""28-03-2023 05:58:57""]]",4
Student 06,20,option_3,1,"[""28-03-2023 05:58:57""]","[[""option_3"", ""28-03-2023 05:59:04""]]",12
Student 07,1,option_1,1,"[""28-03-2023 05:52:30""]","[[""option_1"", ""28-03-2023 05:52:38""]]",7
Student 07,2,option_3,0,"[""28-03-2023 05:52:38""]","[[""option_3"", ""28-03-2023 05:53:03""]]",25
Student 07,3,option_4,1,"[""28-03-2023 05:53:03""]","[[""option_4"", ""28-03-2023 05:53:09""]]",5
Student 07,4,option_1,1,"[""28-03-2023 05:53:09""]","[[""option_1"", ""28-03-2023 05:53:16""]]",6
Student 07,5,option_2,1,"[""28-03-2023 05:53:16""]","[[""option_2"", ""28-03-2023 05:53:27""]]",11
Student 07,6,option_4,1,"[""28-03-2023 05:53:27""]","[[""option_4"", ""28-03-2023 05:53:32""]]",4
Student 07,7,option_1,1,"[""28-03-2023 05:53:32""]","[[""option_1"", ""28-03-2023 05:53:42""]]",9
Student 07,8,option_4,0,"[""28-03-2023 05:53:42""]","[[""option_4"", ""28-03-2023 05:54:16""]]",34
Student 07,9,option_4,1,"[""28-03-2023 05:54:16""]","[[""option_4"", ""28-03-2023 05:54:53""]]",36
Student 07,10,option_4,0,"[""28-03-2023 05:54:53""]","[[""option_4"", ""28-03-2023 05:55:04""]]",10
Student 07,11,option_2,0,"[""28-03-2023 05:55:04""]","[[""option_2"", ""28-03-2023 05:56:04""]]",60
Student 07,13,option_1,1,"[""28-03-2023 05:57:05""]","[[""option_1"", ""28-03-2023 05:57:36""]]",35
Student 07,14,option_1,0,"[""28-03-2023 05:57:36""]","[[""option_1"", ""28-03-2023 05:59:04""]]",81
Student 07,15,option_2,0,"[""28-03-2023 05:59:05""]","[[""option_2"", ""28-03-2023 05:59:32""]]",34
Student 07,16,option_4,0,"[""28-03-2023 05:59:33""]","[[""option_4"", ""28-03-2023 06:00:00""]]",27
Student 07,17,option_4,0,"[""28-03-2023 06:00:01""]","[[""option_4"", ""28-03-2023 06:00:05""]]",5
Student 07,18,option_3,1,"[""28-03-2023 06:00:06""]","[[""option_3"", ""28-03-2023 06:00:14""]]",9
Student 07,19,option_1,0,"[""28-03-2023 06:00:14""]","[[""option_1"", ""28-03-2023 06:00:22""]]",8
Student 07,20,option_2,0,"[""28-03-2023 06:00:22""]","[[""option_2"", ""28-03-2023 06:00:37""], [""option_2"", ""28-03-2023 06:00:41""]]",21
Student 07,12,Unanswered,0,"[""28-03-2023 05:56:04""]",Unanswered,57
Student 08,1,option_1,1,"[""28-03-2023 05:52:35""]","[[""option_1"", ""28-03-2023 05:52:41""]]",5
Student 08,2,option_2,0,"[""28-03-2023 05:52:41""]","[[""option_2"", ""28-03-2023 05:53:02""]]",21
Student 08,3,option_4,1,"[""28-03-2023 05:53:02""]","[[""option_4"", ""28-03-2023 05:53:05""]]",3
Student 08,4,option_1,1,"[""28-03-2023 05:53:05""]","[[""option_1"", ""28-03-2023 05:53:10""]]",4
Student 08,5,option_2,1,"[""28-03-2023 05:53:10""]","[[""option_2"", ""28-03-2023 05:53:18""]]",8
Student 08,6,option_4,1,"[""28-03-2023 05:53:18""]","[[""option_4"", ""28-03-2023 05:53:22""]]",3
Student 08,7,option_1,1,"[""28-03-2023 05:53:22""]","[[""option_1"", ""28-03-2023 05:53:46""]]",24
Student 08,8,option_4,0,"[""28-03-2023 05:53:46""]","[[""option_4"", ""28-03-2023 05:53:54""]]",7
Student 08,9,option_1,0,"[""28-03-2023 05:53:54""]","[[""option_1"", ""28-03-2023 05:54:35""]]",40
Student 08,10,option_1,1,"[""28-03-2023 05:54:35""]","[[""option_1"", ""28-03-2023 05:54:48""]]",12
Student 08,14,option_3,0,"[""28-03-2023 05:55:28"", ""28-03-2023 05:55:30"", ""28-03-2023 05:56:58""]","[[""option_3"", ""28-03-2023 05:55:48""]]",20
Student 08,15,option_2,0,"[""28-03-2023 05:55:48"", ""28-03-2023 05:56:58""]","[[""option_2"", ""28-03-2023 05:55:58""]]",9
Student 08,16,option_3,0,"[""28-03-2023 05:55:58""]","[[""option_3"", ""28-03-2023 05:56:20""]]",21
Student 08,17,option_1,1,"[""28-03-2023 05:56:19"", ""28-03-2023 05:56:59""]","[[""option_1"", ""28-03-2023 05:56:23""]]",3
Student 08,18,option_3,1,"[""28-03-2023 05:56:23"", ""28-03-2023 05:56:59""]","[[""option_3"", ""28-03-2023 05:56:26""], [""option_3"", ""28-03-2023 05:57:02""]]",6
Student 08,19,option_4,1,"[""28-03-2023 05:56:26"", ""28-03-2023 05:57:02""]","[[""option_4"", ""28-03-2023 05:56:28""], [""option_4"", ""28-03-2023 05:57:03""]]",3
Student 08,11,option_2,0,"[""28-03-2023 05:54:48"", ""28-03-2023 05:55:09"", ""28-03-2023 05:56:36""]","[[""option_2"", ""28-03-2023 05:56:54""]]",36
Student 08,12,option_4,0,"[""28-03-2023 05:55:05"", ""28-03-2023 05:55:10"", ""28-03-2023 05:56:33"", ""28-03-2023 05:56:54""]","[[""option_4"", ""28-03-2023 05:56:57""]]",25
Student 08,20,option_1,0,"[""28-03-2023 05:56:29"", ""28-03-2023 05:57:03""]","[[""option_1"", ""28-03-2023 05:57:29""]]",32
Student 08,13,Unanswered,0,"[""28-03-2023 05:55:28"", ""28-03-2023 05:55:29"", ""28-03-2023 05:56:57""]",Unanswered,0
